code,biao,Work_type,Work_profit,Health_type,Health_profit,Repay_type,Repay_profit,Loan_type,Loan_profit,Investment_type,Investment_profit,Venture_type,Venture_profit,Insurance_type,Insurance_profit,Lottery_type,Lottery_profit,Disaster_type,Disaster_profit,Ill_type,Ill_profit,Preference_type,Preference_profit,Patience_type,Patience_profit,start,end,profit,cash_before_patience,patience_profit,realend,realprofit
ot3r1xw1,2,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,2,-30,6,0,0,11,-27,-60,-33,-71,11,-60,-33
q5n6k41z,2,0,6,1,-5,1,-0.66,1,3.04,1,0.3,1,5,1,-2.356,1,-1,0,0,0,0,2,9.6,0,5,14.88,34.8,19.92,29.8,5,34.8,19.92
jbz1y5sl,2,0,15,1,-5,1,-0.66,1,9.2,1,4.14,1,-5,1,-2.674,0,0,0,0,1,-7,6,16,1,6.2,9.06,39.27,30.21,33.07,6.2,39.27,30.21
1eydd0jj,2,0,21,1,-5,1,-0.44,1,2.91,1,-0.15,1,7.5,1,-3.937,0,0,0,0,2,-21,2,9.6,1,0,13.55,24.03,10.48,24.03,0,24.03,10.48
5ie1bpu4,2,0,12,0,0,0,0,1,3,1,0.3,1,3,1,-1.13,1,-1,0,0,1,-15,2,9.6,0,11.6,-7,15.37,22.37,3.77,11.6,15.37,22.37
9jhn3kb4,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,1,6.6,-31,-42.4,-11.4,-49,6.6,-42.4,-11.4
b0je0mwr,2,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,3,-50,3,10,1,0,-43,-102,-59,-102,0,-102,-59
m9hu5tku,2,0,0,1,-5,0,0,1,3.29,1,-0.25,1,0,1,-0.852,1,-0.07,0,0,1,-7,0,4,1,0,10.48,4.6,-5.88,4.6,0,4.6,-5.88
3di9vioo,2,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,79,0,0,0,0,6,0,0,12,-20,65,85,53,12,65,85
uefnt3zt,2,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,5,12.8,0,11,-14,-20.2,-6.2,-31.2,11,-20.2,-6.2
l3hb9yeg,2,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,4,2.4,1,0,-16.5,-38.1,-21.6,-38.1,0,-38.1,-21.6
0xxgoaz8,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,2,9.6,1,0,-24.5,-39.9,-15.4,-39.9,0,-39.9,-15.4
rv0au94i,2,0,9,1,-5,1,0,1,6,1,-0.8,1,22.8,1,-3.8,1,-1,0,0,1,-7,6,16,0,5,6,47.2,41.2,42.2,5,47.2,41.2
kn4swjew,2,0,-3,0,0,1,0,0,0,0,0,0,0,0,0,1,79,2,-10.5,3,-50,2,3.2,1,6.6,-34,-8.7,25.3,-15.3,6.6,-8.7,25.3
hogk0jl9,3,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,2,14.4,1,5.8,-67.2,-103,-35.8,-108.8,5.8,-103,-35.8
vedi2q2d,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,2,14.4,1,5.2,-103.4,-110.8,-7.4,-116,5.2,-110.8,-7.4
4wv5tk4v,3,0,15,1,-5,0,0,1,7.2,1,1,1,0,1,-3.22,1,-0.08,0,0,1,-7,2,14.4,1,6.4,14,42.7,28.7,36.3,6.4,42.7,28.7
5cs0wmvl,3,0,3,0,0,0,0,0,0,1,-0.02,1,0.37,1,-0.074,1,-1,0,0,2,-30,6,0,1,7,-2.61,-24,-21.39,-31,7,-24,-21.39
lmp9ngf4,3,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,2,-30,6,0,1,0,-19.71,-36.71,-17,-36.71,0,-36.71,-17
hhrookd2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,3,-50,6,0,1,0,-54.91,-102.91,-48,-102.91,0,-102.91,-48
ot3r1xw1,3,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,6,1,0,-60,-64,-4,-64,0,-64,-4
q5n6k41z,3,0,-30,0,0,0,0,0,0,1,0.15,1,-3,1,-0.195,1,-1,0,0,1,-15,4,3.6,1,0,34.8,-10.64,-45.44,-10.64,0,-10.64,-45.44
jbz1y5sl,3,0,21,1,-5,1,-10.12,1,27.09,1,7,1,20,1,-9.924,0,0,0,0,0,0,4,3.6,1,6,39.27,98.92,59.65,92.92,6,98.92,59.65
1eydd0jj,3,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-15,2,4.8,1,6.8,24.03,-9.37,-33.4,-16.17,6.8,-9.37,-33.4
5ie1bpu4,3,0,12,1,-5,1,-3.3,1,11.44,1,0.25,1,7.5,1,-3.826,1,-1,0,0,2,-21,1,11.4,0,5,15.37,28.83,13.46,23.83,5,28.83,13.46
9jhn3kb4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,0,11.8,-42.4,-51.6,-9.2,-63.4,11.8,-51.6,-9.2
b0je0mwr,3,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,2,4.8,1,6.6,-102,-141.6,-39.6,-148.2,6.6,-141.6,-39.6
m9hu5tku,3,0,9,1,-5,1,-3.619,0,0,1,0.3,1,-2,1,-0.3281,1,-0.05,0,0,1,-7,0,6,0,11.6,4.6,13.5,8.9,1.9,11.6,13.5,8.9
3di9vioo,3,0,9,1,-5,0,0,0,0,1,0.9,1,9.9,1,-7.98,1,-1.82,0,0,0,0,3,4.2,0,5,65,79.2,14.2,74.2,5,79.2,14.2
uefnt3zt,3,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,4,18,1,0,-20.2,-21.2,-1,-21.2,0,-21.2,-1
l3hb9yeg,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,5,2.4,1,7,-38.1,-35.7,2.4,-42.7,7,-35.7,2.4
0xxgoaz8,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,3,-50,4,3.6,1,6.6,-39.9,-75.7,-35.8,-82.3,6.6,-75.7,-35.8
rv0au94i,3,0,24,1,-5,1,-6.6,1,35.76,1,9.54,1,-15,1,-8.99,1,-1,0,0,3,-35,6,0,0,5,47.2,49.91,2.71,44.91,5,49.91,2.71
kn4swjew,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,3,-50,6,24,0,11.2,-8.7,-36.5,-27.8,-47.7,11.2,-36.5,-27.8
hogk0jl9,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,3,2.1,1,6,-103,-106.9,-3.9,-112.9,6,-106.9,-3.9
vedi2q2d,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-15,2,2.4,0,12,-110.8,-99.4,11.4,-111.4,12,-99.4,11.4
4wv5tk4v,4,0,3,1,-5,1,-7.92,0,0,1,2.28,1,-5.06,1,-3,1,-0.5,0,0,1,-7,2,2.4,0,11.6,42.7,33.5,-9.2,21.9,11.6,33.5,-9.2
5cs0wmvl,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-30,6,0,1,6.4,-24,-44.6,-20.6,-51,6.4,-44.6,-20.6
lmp9ngf4,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,4,1.8,0,11.8,-36.71,-3.11,33.6,-14.91,11.8,-3.11,33.6
hhrookd2,4,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,16,0,11.6,-102.91,-99.31,3.6,-110.91,11.6,-99.31,3.6
ot3r1xw1,4,0,-21,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,3,-50,6,16,1,6.2,-64,-113.8,-49.8,-120,6.2,-113.8,-49.8
q5n6k41z,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,2,-30,4,9,1,6.6,-10.64,-33.04,-22.4,-39.64,6.6,-33.04,-22.4
jbz1y5sl,4,0,15,1,-5,0,0,1,17.67,1,-6,1,-20,1,-10.059,0,0,0,0,1,-7,6,16,1,6,98.92,105.53,6.61,99.53,6,105.53,6.61
1eydd0jj,4,1,24,1,-5,1,-3.52,0,0,1,-0.25,1,2.5,1,-0.836,0,0,0,0,2,-21,2,2.4,1,6.6,-9.37,-4.48,4.89,-11.08,6.6,-4.48,4.89
5ie1bpu4,4,0,9,2,-10,1,-8.58,0,0,1,-0.25,1,2.5,1,-2.15,1,-1,0,0,3,-25,2,2.4,1,0,28.83,-4.25,-33.08,-4.25,0,-4.25,-33.08
9jhn3kb4,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,16,0,5,-51.6,-34.6,17,-39.6,5,-34.6,17
b0je0mwr,4,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,16,1,6.2,-141.6,-138.4,3.2,-144.6,6.2,-138.4,3.2
m9hu5tku,4,0,9,1,-5,0,0,0,0,1,-0.25,1,5,1,-2.225,1,-0.1,0,0,1,-7,6,0,0,5,13.5,17.93,4.43,12.93,5,17.93,4.43
3di9vioo,4,0,-3,1,-5,0,0,0,0,1,1.68,1,-12.88,1,-6,1,-4,0,0,2,-21,6,16,1,0,79.2,45,-34.2,45,0,45,-34.2
uefnt3zt,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,16,1,7,-21.2,-21.2,0,-28.2,7,-21.2,0
l3hb9yeg,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,3,-50,6,16,1,7,-35.7,-70.7,-35,-77.7,7,-70.7,-35
0xxgoaz8,4,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,0,0,11.8,-75.7,-67.9,7.8,-79.7,11.8,-67.9,7.8
rv0au94i,4,0,6,1,-5,0,0,0,0,1,7.64,1,0,1,-5.855,1,-1,0,0,1,-7,6,0,0,5,49.91,49.7,-0.21,44.7,5,49.7,-0.21
kn4swjew,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,0,0,6,16,0,5,-36.5,-20.5,16,-25.5,5,-20.5,16
hogk0jl9,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,2,1.6,1,6.6,-106.9,-102.7,4.2,-109.3,6.6,-102.7,4.2
vedi2q2d,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-15,1,-15,2,4.8,1,0,-99.4,-103.6,-4.2,-103.6,0,-103.6,-4.2
4wv5tk4v,5,0,24,1,-5,0,0,0,0,1,7.5,1,4,1,-6.4,1,-0.6,0,0,1,-7,2,1.6,1,0,33.5,51.6,18.1,51.6,0,51.6,18.1
5cs0wmvl,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,6,8,1,5.2,-44.6,-22.4,22.2,-27.6,5.2,-22.4,22.2
lmp9ngf4,5,0,18,1,-5,0,0,1,4.95,1,0.7,1,7,1,-2.254,0,0,0,0,1,-7,4,1.2,0,5,-3.11,19.49,22.6,14.49,5,19.49,22.6
hhrookd2,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,8,1,0,-99.31,-105.31,-6,-105.31,0,-105.31,-6
ot3r1xw1,5,0,-24,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,8,0,11.2,-113.8,-119.6,-5.8,-130.8,11.2,-119.6,-5.8
q5n6k41z,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,3,-50,4,6,1,7,-33.04,-68.04,-35,-75.04,7,-68.04,-35
jbz1y5sl,5,0,18,1,-5,1,-30,1,17.57,1,8,1,45,1,-15.91,0,0,0,0,3,-35,6,0,1,5.6,105.53,113.79,8.26,108.19,5.6,113.79,8.26
1eydd0jj,5,0,21,1,-5,0,0,0,0,1,-0.25,1,-4,1,-0.727,0,0,0,0,0,0,2,4.8,1,6.8,-4.48,18.14,22.62,11.34,6.8,18.14,22.62
5ie1bpu4,5,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,0,2,0,12,-4.25,-56.25,-52,-68.25,12,-56.25,-52
9jhn3kb4,5,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,3,-50,6,0,0,5,-34.6,-125.6,-91,-130.6,5,-125.6,-91
b0je0mwr,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,8,1,5.6,-138.4,-131.8,6.6,-137.4,5.6,-131.8,6.6
m9hu5tku,5,0,12,1,-5,0,0,0,0,1,-0.25,1,-2.5,1,-2.218,1,-0.96,0,0,1,-7,6,0,1,0,17.93,12,-5.93,12,0,12,-5.93
3di9vioo,5,0,15,1,-5,0,0,0,0,1,0.75,1,7.5,1,-6.325,1,-1.93,0,0,1,-7,6,0,1,6,45,54,9,48,6,54,9
uefnt3zt,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-10,1,-15,4,1.2,1,7,-21.2,-32,-10.8,-39,7,-32,-10.8
l3hb9yeg,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,3,1.4,0,11.2,-70.7,-41.1,29.6,-52.3,11.2,-41.1,29.6
0xxgoaz8,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,6,0,0,5,-67.9,-53.9,14,-58.9,5,-53.9,14
rv0au94i,5,0,-30,1,-5,0,0,0,0,1,0.74,1,7.72,1,-2.316,1,-1,0,0,2,-21,6,8,0,5,49.7,11.84,-37.86,6.84,5,11.84,-37.86
kn4swjew,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,6,0,0,5,-20.5,-40.5,-20,-45.5,5,-40.5,-20
hogk0jl9,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,1,9.5,1,6.2,-102.7,-97,5.7,-103.2,6.2,-97,5.7
vedi2q2d,6,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,4,15,1,5.6,-103.6,-149,-45.4,-154.6,5.6,-149,-45.4
4wv5tk4v,6,0,18,1,-5,0,0,0,0,1,9,1,-1.8,1,-7.18,1,-0.62,0,0,3,-35,2,12,1,6.4,51.6,47.4,-4.2,41,6.4,47.4,-4.2
5cs0wmvl,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-50,6,20,1,6.2,-22.4,-31.2,-8.8,-37.4,6.2,-31.2,-8.8
lmp9ngf4,6,0,15,1,-5,1,-2,1,10.97,1,3.85,1,42.31,1,-8.462,0,0,0,0,2,-21,5,16,1,0,19.49,71.16,51.67,71.16,0,71.16,51.67
hhrookd2,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,0,0,6,20,1,7,-105.31,-80.31,25,-87.31,7,-80.31,25
ot3r1xw1,6,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,1,-15,6,20,1,0,-119.6,-122.6,-3,-122.6,0,-122.6,-3
q5n6k41z,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,0,0,4,3,0,11.4,-68.04,-49.64,18.4,-61.04,11.4,-49.64,18.4
jbz1y5sl,6,0,-30,1,-5,1,-43,1,20.24,1,7.5,1,0,1,-6.353,0,0,0,0,2,-21,6,20,1,6,113.79,62.18,-51.61,56.18,6,62.18,-51.61
1eydd0jj,6,0,21,1,-5,0,0,0,0,1,0.75,1,15,1,-4.989,0,0,0,0,3,-35,2,4,0,11.4,18.14,25.3,7.16,13.9,11.4,25.3,7.16
5ie1bpu4,6,1,12,0,0,1,-4.84,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,2,4,0,5,-56.25,-56.09,0.16,-61.09,5,-56.09,0.16
9jhn3kb4,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,20,0,5,-125.6,-115.6,10,-120.6,5,-115.6,10
b0je0mwr,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,20,1,6.4,-131.8,-117.4,14.4,-123.8,6.4,-117.4,14.4
m9hu5tku,6,0,15,1,-5,0,0,0,0,1,0.5,1,-5,1,-1.75,1,-0.05,0,0,2,-21,6,0,0,12,12,6.7,-5.3,-5.3,12,6.7,-5.3
3di9vioo,6,0,6,1,-5,0,0,0,0,1,0.75,1,-5.75,1,-5,1,-1,0,0,1,-7,5,16,1,6,54,59,5,53,6,59,5
uefnt3zt,6,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,2,-30,6,20,0,11.8,-32,-71.2,-39.2,-83,11.8,-71.2,-39.2
l3hb9yeg,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,3,3.5,1,0,-41.1,-26.6,14.5,-26.6,0,-26.6,14.5
0xxgoaz8,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,4,15,1,0,-53.9,-63.9,-10,-63.9,0,-63.9,-10
rv0au94i,6,1,24,1,-5,0,0,0,0,1,4.63,1,10,1,-4.547,1,-1,0,0,2,-21,6,0,0,5,11.84,23.92,12.08,18.92,5,23.92,12.08
kn4swjew,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,6,20,1,0,-40.5,-50.5,-10,-50.5,0,-50.5,-10
hogk0jl9,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,2,3.2,1,6.8,-97,-87,10,-93.8,6.8,-87,10
vedi2q2d,7,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,3,-50,6,0,1,5.4,-149,-179.6,-30.6,-185,5.4,-179.6,-30.6
4wv5tk4v,7,0,6,1,-5,0,0,0,0,1,4,1,3,1,-5.54,1,-0.06,0,0,0,0,2,3.2,1,6.8,47.4,59.8,12.4,53,6.8,59.8,12.4
5cs0wmvl,7,0,3,0,0,1,-2.79,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,16,1,6,-31.2,-24.99,6.21,-30.99,6,-24.99,6.21
lmp9ngf4,7,0,15,1,-5,1,-8,1,31.32,1,15.6,1,120.08,1,-24.016,0,0,0,0,1,-7,5,1.6,0,11,71.16,221.74,150.58,210.74,11,221.74,150.58
hhrookd2,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,16,1,5.8,-80.31,-68.51,11.8,-74.31,5.8,-68.51,11.8
ot3r1xw1,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-15,0,0,6,0,1,5.2,-122.6,-126.4,-3.8,-131.6,5.2,-126.4,-3.8
q5n6k41z,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,2,-30,4,12,0,5,-49.64,-60.64,-11,-65.64,5,-60.64,-11
jbz1y5sl,7,1,18,1,-5,1,-23.11,0,0,1,7.81,1,30,1,-8.988,0,0,0,0,1,-7,6,0,1,5.8,62.18,79.69,17.51,73.89,5.8,79.69,17.51
1eydd0jj,7,0,24,1,-5,0,0,0,0,1,0.25,1,12,1,-5.655,0,0,0,0,0,0,2,9.6,0,5,25.3,65.5,40.2,60.5,5,65.5,40.2
5ie1bpu4,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,6,16,0,5,-56.09,-42.09,14,-47.09,5,-42.09,14
9jhn3kb4,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,2,-30,6,0,1,0,-115.6,-150.6,-35,-150.6,0,-150.6,-35
b0je0mwr,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,16,1,7,-117.4,-120.4,-3,-127.4,7,-120.4,-3
m9hu5tku,7,0,6,1,-5,0,0,0,0,1,0.2,1,-1,1,-0.69,1,-0.01,0,0,3,-35,6,0,1,0,6.7,-28.8,-35.5,-28.8,0,-28.8,-35.5
3di9vioo,7,0,6,1,-5,0,0,0,0,1,0.5,1,10,1,-7.05,1,-3.05,0,0,3,-35,5,1.6,1,6,59,33,-26,27,6,33,-26
uefnt3zt,7,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,2,-30,6,0,0,5,-71.2,-110.2,-39,-115.2,5,-110.2,-39
l3hb9yeg,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,2,-30,2,9.6,1,6.8,-26.6,-33.2,-6.6,-40,6.8,-33.2,-6.6
0xxgoaz8,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,6,0,1,6.2,-63.9,-57.7,6.2,-63.9,6.2,-57.7,6.2
rv0au94i,7,0,15,1,-5,0,0,0,0,1,1.7,1,0,1,-3.562,1,-1,0,0,1,-7,6,0,1,0,23.92,24.06,0.14,24.06,0,24.06,0.14
kn4swjew,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,6,16,0,11.8,-50.5,-22.7,27.8,-34.5,11.8,-22.7,27.8
hogk0jl9,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,1,11.4,1,5.8,-87,-72.8,14.2,-78.6,5.8,-72.8,14.2
vedi2q2d,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,1,11.4,0,10.8,-179.6,-163.4,16.2,-174.2,10.8,-163.4,16.2
4wv5tk4v,8,0,15,1,-5,0,0,0,0,1,9,1,1.8,1,-8.06,1,-0.04,0,0,1,-7,2,14.4,1,5.6,59.8,85.5,25.7,79.9,5.6,85.5,25.7
5cs0wmvl,8,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,6,24,1,6.4,-24.99,-60.59,-35.6,-66.99,6.4,-60.59,-35.6
lmp9ngf4,8,0,15,1,-5,1,-25,1,95.08,1,15,1,0,1,-31.682,0,0,0,0,1,-7,4,3.6,0,5,221.74,286.74,65,281.74,5,286.74,65
hhrookd2,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,1,6.8,-68.51,-73.71,-5.2,-80.51,6.8,-73.71,-5.2
ot3r1xw1,8,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,0,0,6,0,1,7,-126.4,-139.4,-13,-146.4,7,-139.4,-13
q5n6k41z,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,3,-50,4,18,1,0,-60.64,-92.64,-32,-92.64,0,-92.64,-32
jbz1y5sl,8,0,6,1,-5,0,0,0,0,1,8.07,1,-10,1,-7.876,0,0,0,0,1,-7,6,0,1,5.4,79.69,69.28,-10.41,63.88,5.4,69.28,-10.41
1eydd0jj,8,0,24,1,-5,0,0,0,0,1,0.25,1,5,1,-8.975,0,0,0,0,1,-7,3,15,0,5,65.5,93.78,28.28,88.78,5,93.78,28.28
5ie1bpu4,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,1,-15,3,4.2,1,0,-42.09,-36.89,5.2,-36.89,0,-36.89,5.2
9jhn3kb4,8,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,3,-50,6,24,0,12,-150.6,-181.6,-31,-193.6,12,-181.6,-31
b0je0mwr,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,6,0,1,6.4,-120.4,-142,-21.6,-148.4,6.4,-142,-21.6
m9hu5tku,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,6,24,1,6.8,-28.8,-16,12.8,-22.8,6.8,-16,12.8
3di9vioo,8,0,3,1,-5,0,0,0,0,1,0.15,1,7.5,1,-3.865,1,-0.79,0,0,1,-7,4,18,1,6.8,33,51.8,18.8,45,6.8,51.8,18.8
uefnt3zt,8,0,-18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,0,1,0,-110.2,-154.2,-44,-154.2,0,-154.2,-44
l3hb9yeg,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,3,-50,0,6,1,6.2,-33.2,-42,-8.8,-48.2,6.2,-42,-8.8
0xxgoaz8,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,24,0,11.8,-57.7,-26.9,30.8,-38.7,11.8,-26.9,30.8
rv0au94i,8,0,21,1,-5,0,0,0,0,1,6.01,1,-10,1,-3.607,1,-1,0,0,1,-7,6,24,1,6,24.06,54.46,30.4,48.46,6,54.46,30.4
kn4swjew,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,24,0,5,-22.7,-3.7,19,-8.7,5,-3.7,19
hogk0jl9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,3,-50,3,7.5,0,11.8,-72.8,-100.5,-27.7,-112.3,11.8,-100.5,-27.7
vedi2q2d,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,16,1,0,-163.4,-150.4,13,-150.4,0,-150.4,13
4wv5tk4v,9,0,18,1,-5,0,0,0,0,1,13.5,1,0,1,-11.2,1,-0.08,0,0,0,0,2,7.2,1,6.6,85.5,114.52,29.02,107.92,6.6,114.52,29.02
5cs0wmvl,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,16,1,5.4,-60.59,-60.19,0.4,-65.59,5.4,-60.19,0.4
lmp9ngf4,9,0,21,1,-5,1,-100,1,82.44,1,14.26,1,299.44,1,-59.888,0,0,0,0,1,-7,4,9,0,5,286.74,545.99,259.25,540.99,5,545.99,259.25
hhrookd2,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,0,0,6,16,1,6.4,-73.71,-50.31,23.4,-56.71,6.4,-50.31,23.4
ot3r1xw1,9,0,-21,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,0,0,6,0,1,7,-139.4,-164.4,-25,-171.4,7,-164.4,-25
q5n6k41z,9,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,4,1.8,0,11.8,-92.64,-140.04,-47.4,-151.84,11.8,-140.04,-47.4
jbz1y5sl,9,0,15,1,-5,0,0,0,0,1,-3.96,1,0,1,-7.532,0,0,0,0,3,-35,6,0,1,5.8,69.28,38.59,-30.69,32.79,5.8,38.59,-30.69
1eydd0jj,9,0,27,1,-5,0,0,0,0,1,0.75,1,15,1,-13.153,0,0,0,0,1,-7,2,2.4,1,0,93.78,113.78,20,113.78,0,113.78,20
5ie1bpu4,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-15,2,2.4,1,6.8,-36.89,-21.69,15.2,-28.49,6.8,-21.69,15.2
9jhn3kb4,9,0,-12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,0,1,0,-181.6,-209.6,-28,-209.6,0,-209.6,-28
b0je0mwr,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,1,6,-142,-148,-6,-154,6,-148,-6
