code,biao,Work_type,Work_profit,Health_type,Health_profit,Repay_type,Repay_profit,Loan_type,Loan_profit,Investment_type,Investment_profit,Venture_type,Venture_profit,Insurance_type,Insurance_profit,Lottery_type,Lottery_profit,Disaster_type,Disaster_profit,Ill_type,Ill_profit,Preference_type,Preference_profit,Patience_type,Patience_profit,start,end,profit,cash_before_patience,patience_profit,realend,realprofit
c1h7bw1a,17,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,3,-50,1,3.6,1,6.6,-126.3,-157.1,-30.8,-163.7,6.6,-157.1,-30.8
51cbn7o1,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,4,2.4,1,5.2,-70.96,-81.36,-10.4,-86.56,5.2,-81.36,-10.4
h3fu78yg,17,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,1,3.6,1,6,11.32,-25.08,-36.4,-31.08,6,-25.08,-36.4
gn1bxo37,17,1,-30,1,-5,0,0,0,0,1,1.5,1,10,1,-10.688,1,-1,0,0,3,-35,4,12,1,6,130.38,78.19,-52.19,72.19,6,78.19,-52.19
qdpt3asx,17,0,6,2,-10,0,0,0,0,1,-0.25,1,0,1,-2,0,0,0,0,1,-5,2,9.6,1,0,24.25,22.6,-1.65,22.6,0,22.6,-1.65
lrqw3xla,17,0,27,2,-10,0,0,1,0.12,1,-0.2,1,-4,1,-0.202,0,0,0,0,1,-5,4,2.4,1,6.8,-10.9,6.02,16.92,-0.78,6.8,6.02,16.92
4alcifnr,17,0,15,1,-5,0,0,1,5.43,1,0.2,1,5,1,-2.42,1,-0.1,0,0,1,-7,3,10,1,5.8,3.57,30.48,26.91,24.68,5.8,30.48,26.91
itjzqni7,17,0,24,1,-5,0,0,0,0,1,9,1,0,1,-7.035,1,-1,0,0,1,-7,2,9.6,0,5,42.35,69.92,27.57,64.92,5,69.92,27.57
zm1faos5,17,0,27,2,-10,1,-20.92,0,0,1,4,0,0,1,-8.905,0,0,0,0,2,-15,6,0,0,5,88.97,70.15,-18.82,65.15,5,70.15,-18.82
u1m4seev,17,0,18,1,-5,0,0,0,0,1,4.5,1,15,1,-13.146,1,-2,0,0,1,-7,6,16,1,5.8,98.96,131.11,32.15,125.31,5.8,131.11,32.15
48l4ehb6,17,0,3,1,-5,0,0,0,0,1,-1.25,1,10,1,-5.2,0,0,0,0,1,-7,3,2.8,1,6.8,45.25,49.4,4.15,42.6,6.8,49.4,4.15
dqtauj4v,17,0,18,1,-5,1,-52.316,1,8.07,1,0.4,1,6,1,-9.5194,1,-2,0,0,0,0,6,0,1,5.4,120.04,89.07,-30.97,83.67,5.4,89.07,-30.97
8uqq7nj7,17,0,18,1,-5,0,0,1,12.89,1,3.44,1,2.5,1,-4.032,1,-1,0,0,1,-7,6,16,1,6.2,8.49,50.49,42,44.29,6.2,50.49,42
l50to787,17,0,30,1,-5,0,0,0,0,1,51.66,1,60,1,-62.825,1,-5,0,0,1,-7,6,0,1,6.8,491.59,560.23,68.64,553.43,6.8,560.23,68.64
1pxzy631,17,0,9,1,-5,0,0,0,0,1,49.51,1,-50,1,-32.956,0,0,0,0,1,-7,6,16,1,6.8,326.05,312.4,-13.65,305.6,6.8,312.4,-13.65
fxz8rqvu,17,0,27,2,-10,1,-22.165,0,0,1,2.5,1,-50,1,-5.9965,1,-2,0,0,1,-5,6,0,0,5,112.63,51.96,-60.67,46.96,5,51.96,-60.67
drsd3gfr,17,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,1,-15,6,0,1,0,-34.63,-42.63,-8,-42.63,0,-42.63,-8
0nu0s221,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,16,1,6,-86.38,-82.38,4,-88.38,6,-82.38,4
mdt16lqz,18,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,4,18,1,6.2,-75.81,-51.61,24.2,-57.81,6.2,-51.61,24.2
przvq4kq,18,0,-30,1,-5,0,0,0,0,1,6.11,0,0,1,-4.684,1,-2,0,0,2,-21,6,0,1,6.4,75.73,25.56,-50.17,19.16,6.4,25.56,-50.17
c1h7bw1a,18,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,1,5.4,1,6.8,-157.1,-138.9,18.2,-145.7,6.8,-138.9,18.2
51cbn7o1,18,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,4,18,1,5.8,-81.36,-76.56,4.8,-82.36,5.8,-76.56,4.8
h3fu78yg,18,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,1,11.4,1,6.4,-25.08,-28.28,-3.2,-34.68,6.4,-28.28,-3.2
gn1bxo37,18,1,18,1,-5,0,0,0,0,1,7.5,1,20,1,-11.869,1,-1,0,0,1,-7,4,3.6,1,6.2,78.19,108.62,30.43,102.42,6.2,108.62,30.43
qdpt3asx,18,0,18,2,-10,0,0,0,0,1,1.5,1,15,1,-4.71,0,0,0,0,2,-15,2,14.4,1,6.8,22.6,48.59,25.99,41.79,6.8,48.59,25.99
lrqw3xla,18,0,27,2,-10,0,0,0,0,1,-0.4,1,6,1,-2.862,0,0,0,0,1,-5,1,11.4,1,6.2,6.02,38.36,32.34,32.16,6.2,38.36,32.34
4alcifnr,18,0,21,1,-5,1,-5,0,0,1,-0.15,1,0,1,-4.133,1,-0.2,0,0,3,-35,0,6,1,6.6,30.48,14.6,-15.88,8,6.6,14.6,-15.88
itjzqni7,18,0,18,1,-5,0,0,0,0,1,4,1,45,1,-13.192,1,-1,0,0,1,-7,2,4.8,0,5,69.92,120.53,50.61,115.53,5,120.53,50.61
zm1faos5,18,0,15,2,-10,0,0,0,0,1,6,1,5,1,-8.615,0,0,0,0,1,-5,5,19.2,0,5,70.15,96.74,26.59,91.74,5,96.74,26.59
u1m4seev,18,0,21,1,-5,0,0,0,0,1,1.5,1,15,1,-16.361,1,-2,0,0,0,0,6,0,1,6.2,131.11,151.45,20.34,145.25,6.2,151.45,20.34
48l4ehb6,18,0,9,1,-5,0,0,0,0,1,4,1,25,1,-8.24,0,0,0,0,1,-7,1,5.4,1,6,49.4,78.56,29.16,72.56,6,78.56,29.16
dqtauj4v,18,0,18,1,-5,1,-8.877,0,0,1,1,1,16,1,-11.0193,1,-2,0,0,2,-21,5,2.4,1,5.8,89.07,84.37,-4.7,78.57,5.8,84.37,-4.7
8uqq7nj7,18,0,30,1,-5,1,-14.179,0,0,1,6.13,1,0,1,-6.7441,1,-1,0,0,3,-35,6,24,1,5.6,50.49,54.3,3.81,48.7,5.6,54.3,3.81
l50to787,18,0,27,1,-5,0,0,0,0,1,-29.11,1,-75,1,-47.812,1,-5,0,0,1,-7,6,24,0,11.4,560.23,453.71,-106.52,442.31,11.4,453.71,-106.52
1pxzy631,18,0,9,1,-5,0,0,0,0,1,47.46,1,-50,1,-31.386,0,0,0,0,1,-7,6,24,1,5.2,312.4,304.67,-7.73,299.47,5.2,304.67,-7.73
fxz8rqvu,18,0,30,2,-10,0,0,1,43.18,1,11.51,1,-126.65,0,0,1,-1,1,-5,1,-5,6,0,1,0,51.96,-11,-62.96,-11,0,-11,-62.96
drsd3gfr,18,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,24,1,6,-42.63,-63.63,-21,-69.63,6,-63.63,-21
0nu0s221,18,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,3,-50,6,24,1,5.2,-82.38,-98.18,-15.8,-103.38,5.2,-98.18,-15.8
mdt16lqz,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,16,1,5.4,-51.61,-48.21,3.4,-53.61,5.4,-48.21,3.4
przvq4kq,19,1,12,1,-5,0,0,0,0,1,4.88,0,0,1,-3.744,1,-1,0,0,0,0,6,16,1,5.6,25.56,54.3,28.74,48.7,5.6,54.3,28.74
c1h7bw1a,19,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,1,5.7,1,5.2,-138.9,-117,21.9,-122.2,5.2,-117,21.9
51cbn7o1,19,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,4,1.8,1,6.4,-76.56,-104.36,-27.8,-110.76,6.4,-104.36,-27.8
h3fu78yg,19,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,1,5.7,1,5.8,-28.28,-35.78,-7.5,-41.58,5.8,-35.78,-7.5
gn1bxo37,19,0,18,1,-5,0,0,0,0,1,7.5,1,20,1,-14.912,1,-1,0,0,2,-21,6,16,1,6.2,108.62,134.41,25.79,128.21,6.2,134.41,25.79
qdpt3asx,19,0,12,2,-10,0,0,0,0,1,-0.5,1,-16,1,-3.409,0,0,0,0,2,-15,2,2.4,1,6,48.59,24.08,-24.51,18.08,6,24.08,-24.51
lrqw3xla,19,0,24,1,-5,1,-0.14,0,0,1,-0.75,1,-6.5,1,-4.997,0,0,0,0,1,-7,2,2.4,0,11.6,38.36,51.97,13.61,40.37,11.6,51.97,13.61
4alcifnr,19,0,15,1,-5,1,-1.067,1,0.71,1,0.4,1,0,1,-2.4643,1,-0.1,0,0,1,-7,6,0,1,5.2,14.6,20.28,5.68,15.08,5.2,20.28,5.68
itjzqni7,19,0,21,1,-5,0,0,0,0,1,19.5,1,-30,1,-12.603,1,-1,0,0,1,-7,2,7.2,0,5,120.53,117.63,-2.9,112.63,5,117.63,-2.9
zm1faos5,19,0,21,2,-10,0,0,0,0,1,-3.5,1,7.5,1,-11.174,0,0,0,0,0,0,6,0,0,5,96.74,105.57,8.83,100.57,5,105.57,8.83
u1m4seev,19,0,18,1,-5,0,0,0,0,1,1.5,1,15,1,-18.095,1,-2,0,0,1,-7,6,0,1,6.8,151.45,160.66,9.21,153.86,6.8,160.66,9.21
48l4ehb6,19,0,15,1,-5,0,0,1,12.16,1,3.5,1,-25,1,-7.922,0,0,0,0,1,-7,2,2.4,0,11.4,78.56,78.1,-0.46,66.7,11.4,78.1,-0.46
dqtauj4v,19,0,9,1,-5,0,0,1,8.84,1,1.33,1,-8,1,-9.054,1,-2,0,0,0,0,6,0,1,5.4,84.37,84.89,0.52,79.49,5.4,84.89,0.52
8uqq7nj7,19,0,24,1,-5,0,0,0,0,1,10.99,1,-2.14,1,-8.215,1,-1,0,0,1,-7,6,0,1,6.8,54.3,72.74,18.44,65.94,6.8,72.74,18.44
l50to787,19,0,30,1,-5,0,0,0,0,1,-23.94,1,-45.77,1,-40.9,1,-8,0,0,2,-21,6,16,1,0,453.71,355.1,-98.61,355.1,0,355.1,-98.61
1pxzy631,19,0,9,1,-5,0,0,0,0,1,-15.43,1,0,1,-29.324,0,0,0,0,3,-35,6,0,1,5.6,304.67,234.52,-70.15,228.92,5.6,234.52,-70.15
fxz8rqvu,19,0,12,0,0,0,0,0,0,1,0.1,1,1.65,1,-0.275,1,-2,0,0,0,0,6,0,1,7,-11,7.48,18.48,0.48,7,7.48,18.48
drsd3gfr,19,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-15,1,-15,6,16,1,6.6,-63.63,-53.03,10.6,-59.63,6.6,-53.03,10.6
0nu0s221,19,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,16,1,6.2,-98.18,-94.98,3.2,-101.18,6.2,-94.98,3.2
mdt16lqz,20,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,6,8,1,6.2,-48.21,-58.01,-9.8,-64.21,6.2,-58.01,-9.8
przvq4kq,20,0,18,1,-5,0,0,0,0,1,3.37,0,0,1,-7.067,1,-1,0,0,2,-21,4,6,1,5.8,54.3,53.4,-0.9,47.6,5.8,53.4,-0.9
c1h7bw1a,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,2,1.6,1,6.2,-117,-125.2,-8.2,-131.4,6.2,-125.2,-8.2
51cbn7o1,20,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,4,1.2,1,6.6,-104.36,-126.56,-22.2,-133.16,6.6,-126.56,-22.2
h3fu78yg,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,3,-50,1,1.8,1,5.2,-35.78,-81.78,-46,-86.98,5.2,-81.78,-46
gn1bxo37,20,0,21,1,-5,0,0,0,0,1,5,1,15,1,-17.041,1,-1,0,0,1,-7,6,8,1,6.2,134.41,159.57,25.16,153.37,6.2,159.57,25.16
qdpt3asx,20,0,3,2,-10,0,0,0,0,1,1.5,1,15,1,-3.358,0,0,0,0,0,0,2,1.6,1,5.4,24.08,37.22,13.14,31.82,5.4,37.22,13.14
lrqw3xla,20,0,15,1,-5,0,0,0,0,1,1.2,1,6.5,1,-6.967,0,0,0,0,1,-7,3,5,1,0,51.97,60.7,8.73,60.7,0,60.7,8.73
4alcifnr,20,0,15,1,-5,1,-0.78,0,0,1,-0.23,1,2.5,1,-3.177,1,-0.1,0,0,3,-35,6,8,1,6.6,20.28,8.09,-12.19,1.49,6.6,8.09,-12.19
itjzqni7,20,0,18,1,-5,0,0,0,0,1,19.5,1,-20,1,-13.013,1,-1,0,0,0,0,2,1.6,1,0,117.63,117.72,0.09,117.72,0,117.72,0.09
zm1faos5,20,0,21,2,-10,0,0,0,0,1,6,1,0,1,-12.257,0,0,0,0,0,0,5,6.4,1,0,105.57,116.71,11.14,116.71,0,116.71,11.14
u1m4seev,20,0,24,1,-5,0,0,0,0,1,1.5,1,22.5,1,-20.366,1,-2,0,0,1,-7,6,0,1,7,160.66,181.29,20.63,174.29,7,181.29,20.63
48l4ehb6,20,0,-30,1,-5,0,0,0,0,1,1.25,1,37.5,1,-8.185,1,-1,0,0,0,0,0,2,1,0,78.1,74.67,-3.43,74.67,0,74.67,-3.43
dqtauj4v,20,0,15,1,-5,1,-9.72,0,0,1,1.5,1,6,1,-9.267,0,0,0,0,0,0,4,1.2,1,6,84.89,90.6,5.71,84.6,6,90.6,5.71
8uqq7nj7,20,0,15,1,-5,0,0,0,0,1,8.27,1,-0.5,1,-9.051,1,-1,0,0,0,0,6,8,1,5.8,72.74,94.26,21.52,88.46,5.8,94.26,21.52
l50to787,20,0,12,1,-5,0,0,0,0,1,54.31,1,-50,1,-36.641,1,-9.77,0,0,0,0,6,0,1,6.8,355.1,326.8,-28.3,320,6.8,326.8,-28.3
1pxzy631,20,0,-30,1,-5,0,0,0,0,1,29.93,1,-100,1,-12.945,0,0,0,0,1,-7,6,8,1,6.6,234.52,124.11,-110.41,117.51,6.6,124.11,-110.41
fxz8rqvu,20,0,27,0,0,0,0,0,0,1,5.17,1,-19.82,1,-1.983,1,-17,0,0,1,-15,6,8,1,5.6,7.48,-0.55,-8.03,-6.15,5.6,-0.55,-8.03
drsd3gfr,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-15,1,-15,6,8,1,6.2,-53.03,-53.83,-0.8,-60.03,6.2,-53.83,-0.8
0nu0s221,20,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,6,8,1,7,-94.98,-115.98,-21,-122.98,7,-115.98,-21
njz0vu08,1,0,3,0,0,0,0,0,0,1,-0.1,1,0,1,-0.29,1,-0.5,0,0,1,-15,2,12,1,0,0,-0.89,-0.89,-0.89,0,-0.89,-0.89
x6n7t8hs,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,3,3.5,1,0,0,-30.5,-30.5,-30.5,0,-30.5,-30.5
xxrcf92l,1,0,12,1,-5,0,0,1,4.2,1,-0.5,1,-10,1,-0.07,0,0,0,0,1,-7,4,3,0,5,0,1.63,1.63,-3.37,5,1.63,1.63
kibuds7n,1,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-15,2,4,1,0,0,-17,-17,-17,0,-17,-17
uabw3inx,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,5,0,14,14,9,5,14,14
0cpchq58,1,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,1,-15,2,4,1,0,0,-25,-25,-25,0,-25,-25
ssewy7zs,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,20,1,0,0,1,1,1,0,1,1
kd4ugm89,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,3,-50,4,15,1,0,0,-44,-44,-44,0,-44,-44
dxl7j2a8,1,0,3,1,-5,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-7,4,3,0,5,0,-7,-7,-12,5,-7,-7
kudii6oy,1,0,3,0,0,0,0,1,1.8,1,0.27,1,0.3,1,-0.537,1,-0.03,0,0,2,-30,3,3.5,1,0,0,-21.7,-21.7,-21.7,0,-21.7,-21.7
j1e40ha7,1,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,3,12.5,1,0,0,-32.5,-32.5,-32.5,0,-32.5,-32.5
6xnpwopr,1,0,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,0,0,4,3,1,0,0,-17,-17,-17,0,-17,-17
0jkf3488,1,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-15,2,12,0,5,0,-4,-4,-9,5,-4,-4
074xligf,1,0,6,1,-5,0,0,1,0.3,1,0.19,0,0,1,-0.149,0,0,0,0,0,0,1,4.5,1,0,0,5.84,5.84,5.84,0,5.84,5.84
bi13mblu,1,0,18,1,-5,0,0,1,7.8,1,1.04,1,-5,1,-1.684,1,-1,0,0,3,-35,2,4,0,5,0,-11.84,-11.84,-16.84,5,-11.84,-11.84
nxc2bm09,1,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,4,3,0,5,0,-22,-22,-27,5,-22,-22
nq2n4d1a,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,2,12,1,0,0,8,8,8,0,8,8
8nmazok9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,0,5,1,0,0,-26,-26,-26,0,-26,-26
k1bp6zpx,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-15,6,0,1,0,0,-15,-15,-15,0,-15,-15
n580gnmu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,2,4,0,5,0,8,8,3,5,8,8
njz0vu08,2,0,9,1,-5,0,0,0,0,1,0.45,1,1.5,1,-0.506,1,-0.5,0,0,2,-21,4,2.4,1,6.8,-0.89,-7.75,-6.86,-14.55,6.8,-7.75,-6.86
x6n7t8hs,2,0,12,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,2,3.2,0,11.6,-30.5,-19.7,10.8,-31.3,11.6,-19.7,10.8
xxrcf92l,2,0,12,1,-5,1,-4,1,1.79,1,0.9,1,-7,1,-0.032,0,0,0,0,0,0,4,2.4,1,0,1.63,2.69,1.06,2.69,0,2.69,1.06
kibuds7n,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-10,3,-50,2,9.6,1,6.8,-17,-57.6,-40.6,-64.4,6.8,-57.6,-40.6
uabw3inx,2,0,-3,1,-5,0,0,1,0.6,1,0.99,1,-7.59,0,0,0,0,0,0,2,-21,2,3.2,1,0,14,-17.8,-31.8,-17.8,0,-17.8,-31.8
0cpchq58,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-10,1,-15,3,2.8,1,6.6,-25,-25.6,-0.6,-32.2,6.6,-25.6,-0.6
ssewy7zs,2,0,6,1,-5,0,0,1,0.6,1,0.15,1,0,1,-0.275,1,-1,0,0,3,-35,6,0,1,6.4,1,-27.12,-28.12,-33.52,6.4,-27.12,-28.12
kd4ugm89,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,4,12,1,5.2,-44,-41.8,2.2,-47,5.2,-41.8,2.2
dxl7j2a8,2,0,12,1,-5,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,1,3.6,0,5,-7,2.6,9.6,-2.4,5,2.6,9.6
kudii6oy,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,5,12.8,0,12,-21.7,-15.9,5.8,-27.9,12,-15.9,5.8
j1e40ha7,2,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,3,10,1,6.6,-32.5,-81.9,-49.4,-88.5,6.6,-81.9,-49.4
6xnpwopr,2,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-15,1,-15,4,12,1,6.2,-17,-34.8,-17.8,-41,6.2,-34.8,-17.8
0jkf3488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,1,-15,2,9.6,0,5,-4,-9.4,-5.4,-14.4,5,-9.4,-5.4
074xligf,2,0,15,1,-5,0,0,1,0.16,1,0.25,0,0,1,-1.625,0,0,0,0,1,-7,1,3.6,0,11.8,5.84,23.03,17.19,11.23,11.8,23.03,17.19
bi13mblu,2,0,30,1,-5,1,-8.58,1,2.75,1,0.73,1,-4,1,-0.406,1,-1,0,0,1,-7,6,0,0,5,-11.84,0.65,12.49,-4.35,5,0.65,12.49
nxc2bm09,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,5,1.6,0,5,-22,-41.4,-19.4,-46.4,5,-41.4,-19.4
nq2n4d1a,2,0,9,1,-5,0,0,1,6,1,1.5,1,0,1,-1.95,1,-1,0,0,0,0,2,3.2,1,5.8,8,25.55,17.55,19.75,5.8,25.55,17.55
8nmazok9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,0,0,11.2,-26,-40.8,-14.8,-52,11.2,-40.8,-14.8
k1bp6zpx,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-30,6,16,1,5.8,-15,-23.2,-8.2,-29,5.8,-23.2,-8.2
n580gnmu,2,0,-3,1,-5,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-7,2,9.6,1,0,8,1.6,-6.4,1.6,0,1.6,-6.4
njz0vu08,3,0,9,0,0,0,0,0,0,1,0.05,1,0.25,1,-0.155,1,-0.1,0,0,1,-15,2,4.8,1,7,-7.75,-1.9,5.85,-8.9,7,-1.9,5.85
x6n7t8hs,3,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14.4,1,0,-19.7,6.7,26.4,6.7,0,6.7,26.4
xxrcf92l,3,0,-30,0,0,1,-2.65,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,2,4.8,0,12,2.69,-19.16,-21.85,-31.16,12,-19.16,-21.85
kibuds7n,3,0,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-15,0,0,1,5.4,1,7,-57.6,-87.2,-29.6,-94.2,7,-87.2,-29.6
uabw3inx,3,0,-30,0,0,1,-0.66,0,0,0,0,0,0,0,0,0,0,0,0,1,-15,2,4.8,1,6,-17.8,-52.66,-34.86,-58.66,6,-52.66,-34.86
0cpchq58,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,2,-30,3,4.2,1,6.6,-25.6,-34.8,-9.2,-41.4,6.6,-34.8,-9.2
ssewy7zs,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,24,1,6.8,-27.12,-11.32,15.8,-18.12,6.8,-11.32,15.8
kd4ugm89,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,5,2.4,1,6.8,-41.8,-49.6,-7.8,-56.4,6.8,-49.6,-7.8
dxl7j2a8,3,0,0,0,0,0,0,1,0.03,1,0.1,1,0,1,-0.273,0,0,0,0,0,0,6,0,0,5,2.6,7.46,4.86,2.46,5,7.46,4.86
kudii6oy,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,3,-50,5,2.4,0,5,-15.9,-54.5,-38.6,-59.5,5,-54.5,-38.6
j1e40ha7,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,4,18,1,6.6,-81.9,-85.3,-3.4,-91.9,6.6,-85.3,-3.4
6xnpwopr,3,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,24,1,7,-34.8,-22.8,12,-29.8,7,-22.8,12
0jkf3488,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,3,15,0,5,-9.4,-14.4,-5,-19.4,5,-14.4,-5
074xligf,3,0,9,1,-5,1,-0.539,1,0.26,1,0.75,0,0,1,-2.7501,0,0,0,0,3,-35,1,5.4,1,0,23.03,-4.85,-27.88,-4.85,0,-4.85,-27.88
bi13mblu,3,0,30,1,-5,1,-3.025,1,13.57,1,-1.81,1,0,1,-3.4385,1,-1,0,0,2,-21,6,24,1,0,0.65,32.94,32.29,32.94,0,32.94,32.29
nxc2bm09,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,2,14.4,1,0,-41.4,-49,-7.6,-49,0,-49,-7.6
nq2n4d1a,3,0,18,1,-5,1,-6.6,1,6.39,1,4.5,1,-1.5,1,-4.134,1,-3,0,0,1,-7,3,15,1,6.4,25.55,48.61,23.06,42.21,6.4,48.61,23.06
8nmazok9,3,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,0,6,1,0,-40.8,-95.8,-55,-95.8,0,-95.8,-55
k1bp6zpx,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,0,0,6,24,1,5.8,-23.2,10.6,33.8,4.8,5.8,10.6,33.8
n580gnmu,3,0,12,1,-5,0,0,0,0,1,-0.3,1,4.5,1,-1.28,1,-1,0,0,2,-21,2,4.8,0,11.8,1.6,6.12,4.52,-5.68,11.8,6.12,4.52
njz0vu08,4,0,6,0,0,0,0,0,0,1,0.4,1,-1,1,-0.35,1,-0.5,0,0,1,-15,6,16,0,10.8,-1.9,14.45,16.35,3.65,10.8,14.45,16.35
x6n7t8hs,4,0,18,1,-5,0,0,1,7.88,1,1.2,1,0,1,-2.878,1,-1,0,0,1,-7,4,9,1,6.2,6.7,33.1,26.4,26.9,6.2,33.1,26.4
xxrcf92l,4,1,24,0,0,0,0,1,2.9,1,0.25,1,5,1,-1.299,0,0,0,0,2,-30,6,0,1,0,-19.16,-18.31,0.85,-18.31,0,-18.31,0.85
kibuds7n,4,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.1,1,5.8,-87.2,-109.3,-22.1,-115.1,5.8,-109.3,-22.1
uabw3inx,4,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,1,-15,1,5.7,1,6.8,-52.66,-63.16,-10.5,-69.96,6.8,-63.16,-10.5
0cpchq58,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,0,0,2,2.4,0,11.8,-34.8,-7.6,27.2,-19.4,11.8,-7.6,27.2
ssewy7zs,4,0,18,1,-5,0,0,0,0,1,-0.05,1,1.5,1,-0.313,1,-1,0,0,1,-7,3,2.1,1,6.4,-11.32,3.32,14.64,-3.08,6.4,3.32,14.64
kd4ugm89,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,6,16,1,6,-49.6,-51.6,-2,-57.6,6,-51.6,-2
