code,work,1,11,2,21,3,31,4,41,5,51,6,61,7,71,8,81,9,91,10,risk,biao
pva278uh,0,0,3,1,3.05,1,3,1,3.9,1,3.8,0,0.85,0,2.745,1,0.85,0,2.85,2.85,6,1
s9ck61wv,0,0,-6,0,-6,0,-6,0,-6,0,-6,0,-7,0,-6,1,-7,0,-19,-19,6,1
7vz4x7mn,0,0,-3,0,-3,0,-3,0,-3,0,-3,1,-4,0,-3,1,-9,0,-24,-24,2,1
5s59rl9r,0,1,6,1,1.43,0,1,1,1,1,0.95,0,1.29,0,1.287,1,1.29,0,14.29,14.29,6,1
yofqpucq,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-6,0,-11,-11,4,1
3mrhtpe3,0,0,-9,0,-9,0,-9,0,-9,0,-9,1,-10,0,-9,2,-15,0,-30,-30,6,1
qyyocas4,0,0,-18,0,-18,0,-18,0,-18,0,-18,1,-19,0,-18,1,-24,0,-30,-30,1,1
rjsd3agm,0,0,-3,0,-3,0,-3,0,-3,0,-3,3,-3,0,-3,0,-18,0,3,3,4,1
v6of81mc,0,0,-15,0,-15,0,-15,0,-15,0,-15,1,-16,0,-15,1,-21,0,-27,-27,2,1
jj25twuw,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,0,-13,-13,6,1
m0rj3925,0,0,-12,0,-12,0,-12,0,-12,0,-12,0,-13,0,-12,3,-13,0,-59.5,-59.5,2,1
cn2055xk,0,0,-9,0,-9,0,-9,0,-9,0,-9,1,-10,0,-9,1,-15,0,-23,-23,1,1
3o1v9r1m,0,0,-6,0,-6,0,-6,0,-6,0,-6,1,-7,0,-6,1,-12,0,-17,-17,1,1
